[2025-03-28T00:56:32.727347044Z] [Objectname:/aws-opendata/us-west-2/ncar-cesm2-lens/atm/daily/cesm2LE-historical-cmip6-TREFHT.zarr/TREFHT/22.32.0.0] [Host:47.12.110.161] [Server:10.129.175.98] [Read:8388608] [Write:0]
[2025-03-27T20:39:53.617303634Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/10.328.0.0.0] [Host:N/A] [Server:10.129.173.27] [Read:85575574] [Write:0]
[2025-03-27T20:33:12.108960076Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-ssp370-smbb-TEMP.zarr/time_bound/0.0] [Host:N/A] [Server:10.129.173.27] [Read:2877] [Write:0]
[2025-03-27T20:33:12.119613844Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-ssp370-smbb-TEMP.zarr/member_id/0] [Host:N/A] [Server:10.129.173.27] [Read:243] [Write:0]
[2025-03-27T20:33:12.125335599Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-ssp370-cmip6-TEMP.zarr/member_id/0] [Host:N/A] [Server:10.129.173.27] [Read:246] [Write:0]
[2025-03-27T20:33:12.145757866Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-ssp370-smbb-TEMP.zarr/z_t/0] [Host:N/A] [Server:10.129.173.27] [Read:223] [Write:0]
[2025-03-27T20:33:12.148281983Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/z_t/0] [Host:N/A] [Server:10.129.173.27] [Read:223] [Write:0]
[2025-03-27T22:13:44.513497Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/41.0.0.0.0] [Host:N/A] [Server:127.0.0.1] [Read:25165824] [Write:0]
[2025-03-27T22:13:44.513694188Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/44.0.0.0.0] [Host:N/A] [Server:127.0.0.1] [Read:25165824] [Write:0]
[2025-03-27T22:13:44.514209788Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/44.328.0.0.0] [Host:N/A] [Server:127.0.0.1] [Read:33554432] [Write:0]
[2025-03-27T22:13:44.514226749Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/40.328.0.0.0] [Host:N/A] [Server:127.0.0.1] [Read:33554432] [Write:0]
[2025-03-27T22:13:44.514374108Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/41.328.0.0.0] [Host:128.104.153.58] [Server:127.0.0.1] [Read:33554432] [Write:0]
[2025-03-27T22:13:44.514722769Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/34.328.0.0.0] [Host:N/A] [Server:127.0.0.1] [Read:33554432] [Write:0]
[2025-03-27T22:13:44.514756539Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/42.328.0.0.0] [Host:N/A] [Server:127.0.0.1] [Read:33554432] [Write:0]
[2025-03-27T21:55:10.819750288Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/40.0.0.0.0] [Host:128.104.153.58] [Server:127.0.0.1] [Read:85583190] [Write:0]
[2025-03-27T21:55:11.676501542Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/34.0.0.0.0] [Host:128.104.153.58] [Server:127.0.0.1] [Read:85392323] [Write:0]
[2025-03-27T21:55:11.690331821Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/32.328.0.0.0] [Host:128.104.153.58] [Server:127.0.0.1] [Read:85525173] [Write:0]
[2025-03-27T21:55:11.627710861Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/33.0.0.0.0] [Host:128.104.153.58] [Server:127.0.0.1] [Read:85497838] [Write:0]
[2025-03-27T21:56:06.058043567Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/44.328.0.0.0] [Host:128.104.153.58] [Server:127.0.0.1] [Read:85604307] [Write:0]
[2025-03-27T21:53:29.461899096Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/47.328.0.0.0] [Host:128.104.153.58] [Server:127.0.0.1] [Read:85535703] [Write:0]
[2025-03-27T21:53:29.424594237Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/44.0.0.0.0] [Host:128.104.153.58] [Server:127.0.0.1] [Read:85369711] [Write:0]
[2025-03-27T21:53:30.298034453Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/41.328.0.0.0] [Host:128.104.153.58] [Server:127.0.0.1] [Read:85478488] [Write:0]
[2025-03-27T22:02:47.599255952Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/13.328.0.0.0] [Host:128.104.153.58] [Server:127.0.0.1] [Read:85381176] [Write:0]
[2025-03-27T22:02:27.704041492Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/14.0.0.0.0] [Host:128.104.153.58] [Server:127.0.0.1] [Read:85436870] [Write:0]
[2025-03-26T22:48:01.726168081Z] [Objectname:/ncar/rda/d010092/atm/daily/cesm2LE-historical-cmip6-TREFHTMX.zarr/time_bnds/0.0] [Host:128.117.208.173] [Server:127.0.0.1] [Read:4173] [Write:0]
[2025-03-26T22:48:01.754753441Z] [Objectname:/ncar/rda/d010092/atm/daily/cesm2LE-historical-cmip6-TREFHTMX.zarr/lat/0] [Host:128.117.208.173] [Server:127.0.0.1] [Read:1420] [Write:0]
[2025-03-26T22:48:01.756217905Z] [Objectname:/ncar/rda/d010092/atm/daily/cesm2LE-historical-cmip6-TREFHTMX.zarr/member_id/0] [Host:128.117.208.173] [Server:127.0.0.1] [Read:246] [Write:0]
[2025-03-26T22:46:45.131130708Z] [Objectname:/ncar/rda/d010092/atm/daily/cesm2LE-ssp370-smbb-TREFHTMX.zarr/time_bnds/0.0] [Host:128.117.208.173] [Server:127.0.0.1] [Read:4052] [Write:0]
[2025-03-26T22:47:01.525033852Z] [Objectname:/ncar/rda/d010092/atm/daily/cesm2LE-ssp370-cmip6-TREFHTMX.zarr/time_bnds/1.0] [Host:128.117.208.173] [Server:127.0.0.1] [Read:4458] [Write:0]
[2025-03-26T22:47:01.595080929Z] [Objectname:/ncar/rda/d010092/atm/daily/cesm2LE-ssp370-cmip6-TREFHTMX.zarr/lon/0] [Host:128.117.208.173] [Server:127.0.0.1] [Read:657] [Write:0]
[2025-03-26T22:47:01.715297729Z] [Objectname:/ncar/rda/d010092/atm/daily/cesm2LE-historical-smbb-TREFHTMX.zarr/time/1] [Host:128.117.208.173] [Server:127.0.0.1] [Read:4418] [Write:0]
[2025-03-26T22:47:01.719511262Z] [Objectname:/ncar/rda/d010092/atm/daily/cesm2LE-historical-smbb-TREFHTMX.zarr/time/0] [Host:128.117.208.173] [Server:127.0.0.1] [Read:4188] [Write:0]
[2025-03-26T22:47:01.535261940Z] [Objectname:/ncar/rda/d010092/atm/daily/cesm2LE-ssp370-cmip6-TREFHTMX.zarr/lat/0] [Host:128.117.208.173] [Server:127.0.0.1] [Read:1420] [Write:0]
[2025-03-26T22:46:01.582257718Z] [Objectname:/ncar/rda/d010092/atm/daily/cesm2LE-ssp370-cmip6-TREFHTMX.zarr/time/0] [Host:128.117.208.173] [Server:127.0.0.1] [Read:4236] [Write:0]
[2025-03-26T22:56:02.124780443Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/39.0.0.0.0] [Host:128.117.208.98] [Server:127.0.0.1] [Read:85421486] [Write:0]
[2025-03-26T23:02:02.034267143Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/38.0.0.0.0] [Host:128.117.208.98] [Server:127.0.0.1] [Read:85494612] [Write:0]
[2025-03-27T03:27:59.159515855Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/29.328.0.0.0] [Host:128.117.208.173] [Server:127.0.0.1] [Read:85391856] [Write:0]
[2025-03-27T03:27:59.144073729Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/41.328.0.0.0] [Host:128.117.208.174] [Server:127.0.0.1] [Read:85478488] [Write:0]
[2025-03-27T03:27:59.232321519Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/25.328.0.0.0] [Host:128.117.208.173] [Server:127.0.0.1] [Read:85559029] [Write:0]
[2025-03-27T03:27:59.157640906Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/40.328.0.0.0] [Host:128.117.208.174] [Server:127.0.0.1] [Read:85542420] [Write:0]
[2025-03-27T03:28:59.142655101Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/26.328.0.0.0] [Host:128.117.208.176] [Server:127.0.0.1] [Read:85449461] [Write:0]
[2025-03-27T03:28:59.144278013Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/40.0.0.0.0] [Host:128.117.208.174] [Server:127.0.0.1] [Read:85583190] [Write:0]
[2025-03-27T03:38:58.320524875Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/41.328.0.0.0] [Host:128.117.208.174] [Server:127.0.0.1] [Read:85478488] [Write:0]
[2025-03-27T03:38:58.362974897Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/31.328.0.0.0] [Host:128.117.208.173] [Server:127.0.0.1] [Read:85557297] [Write:0]
[2025-03-27T03:38:58.382008803Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/25.0.0.0.0] [Host:128.117.208.174] [Server:127.0.0.1] [Read:85657789] [Write:0]
[2025-03-27T03:38:58.387113046Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/19.328.0.0.0] [Host:128.117.208.176] [Server:127.0.0.1] [Read:85408103] [Write:0]
[2025-03-27T03:38:58.379602400Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/28.0.0.0.0] [Host:128.117.208.175] [Server:127.0.0.1] [Read:85494001] [Write:0]
[2025-03-27T03:38:58.383279236Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/20.328.0.0.0] [Host:128.117.208.176] [Server:127.0.0.1] [Read:85525921] [Write:0]
[2025-03-27T03:38:58.386356971Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/18.328.0.0.0] [Host:128.117.208.174] [Server:127.0.0.1] [Read:85446182] [Write:0]
[2025-03-27T03:38:58.356161620Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/40.328.0.0.0] [Host:128.117.208.176] [Server:127.0.0.1] [Read:85542420] [Write:0]
[2025-03-27T03:38:58.364310722Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/30.328.0.0.0] [Host:128.117.208.174] [Server:127.0.0.1] [Read:85459723] [Write:0]
[2025-03-27T03:38:58.377930315Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/27.328.0.0.0] [Host:128.117.208.176] [Server:127.0.0.1] [Read:85560646] [Write:0]
[2025-03-27T03:38:58.382292725Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/22.328.0.0.0] [Host:128.117.208.173] [Server:127.0.0.1] [Read:85518295] [Write:0]
[2025-03-27T03:38:58.383309007Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/20.0.0.0.0] [Host:128.117.208.174] [Server:127.0.0.1] [Read:85691225] [Write:0]
[2025-03-27T03:38:58.391338965Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/15.328.0.0.0] [Host:128.117.208.176] [Server:127.0.0.1] [Read:85456249] [Write:0]
[2025-03-27T03:38:58.391386992Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/14.0.0.0.0] [Host:128.117.208.173] [Server:127.0.0.1] [Read:85436870] [Write:0]
[2025-03-27T03:38:58.318593020Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/42.0.0.0.0] [Host:128.117.208.173] [Server:127.0.0.1] [Read:85497395] [Write:0]
[2025-03-27T03:38:58.385436562Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/19.0.0.0.0] [Host:128.117.208.176] [Server:127.0.0.1] [Read:85443784] [Write:0]
[2025-03-27T03:38:58.389628329Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/17.328.0.0.0] [Host:128.117.208.173] [Server:127.0.0.1] [Read:85452946] [Write:0]
[2025-03-27T03:41:58.359766423Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/11.0.0.0.0] [Host:128.117.208.176] [Server:127.0.0.1] [Read:85523937] [Write:0]
[2025-03-27T03:41:58.370184899Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/11.328.0.0.0] [Host:128.117.208.173] [Server:127.0.0.1] [Read:85548196] [Write:0]
[2025-03-27T03:43:58.331170205Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/10.0.0.0.0] [Host:128.117.208.173] [Server:127.0.0.1] [Read:85562103] [Write:0]
[2025-03-27T03:39:58.394220566Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/13.0.0.0.0] [Host:128.117.208.175] [Server:127.0.0.1] [Read:85493657] [Write:0]
[2025-03-27T03:40:58.306256174Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/14.328.0.0.0] [Host:128.117.208.173] [Server:127.0.0.1] [Read:85387983] [Write:0]
[2025-03-27T03:40:58.320209406Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/9.328.0.0.0] [Host:128.117.208.174] [Server:127.0.0.1] [Read:85513132] [Write:0]
[2025-03-26T22:30:12.129074291Z] [Objectname:/ncar/rda/d010092/atm/daily/cesm2LE-historical-cmip6-TREFHT.zarr/time/0] [Host:128.117.208.173] [Server:127.0.0.1] [Read:4188] [Write:0]
[2025-03-26T22:34:00.933609494Z] [Objectname:/ncar/rda/d010092/atm/daily/cesm2LE-historical-cmip6-TREFHT.zarr/TREFHT/0.77.0.0] [Host:128.117.208.174] [Server:127.0.0.1] [Read:99006453] [Write:0]
[2025-03-26T22:34:00.918104607Z] [Objectname:/ncar/rda/d010092/atm/daily/cesm2LE-historical-cmip6-TREFHT.zarr/TREFHT/0.80.0.0] [Host:128.117.208.174] [Server:127.0.0.1] [Read:98913260] [Write:0]
[2025-03-26T22:34:00.918179474Z] [Objectname:/ncar/rda/d010092/atm/daily/cesm2LE-historical-cmip6-TREFHT.zarr/TREFHT/0.78.0.0] [Host:128.117.208.173] [Server:127.0.0.1] [Read:98937243] [Write:0]
[2025-03-26T22:34:00.941079878Z] [Objectname:/ncar/rda/d010092/atm/daily/cesm2LE-historical-cmip6-TREFHT.zarr/TREFHT/0.75.0.0] [Host:128.117.208.174] [Server:127.0.0.1] [Read:98989838] [Write:0]
[2025-03-26T22:34:00.954539055Z] [Objectname:/ncar/rda/d010092/atm/daily/cesm2LE-historical-cmip6-TREFHT.zarr/TREFHT/0.82.0.0] [Host:128.117.208.173] [Server:127.0.0.1] [Read:49807330] [Write:0]
[2025-03-26T22:32:22.369606204Z] [Objectname:/ncar/rda/d010092/atm/daily/cesm2LE-historical-cmip6-TREFHT.zarr/TREFHT/0.80.0.0] [Host:128.117.208.173] [Server:127.0.0.1] [Read:98913260] [Write:0]
[2025-03-26T22:32:22.268480100Z] [Objectname:/ncar/rda/d010092/atm/daily/cesm2LE-historical-cmip6-TREFHT.zarr/TREFHT/0.74.0.0] [Host:128.117.208.174] [Server:127.0.0.1] [Read:98980779] [Write:0]
[2025-03-26T22:30:45.042173412Z] [Objectname:/ncar/rda/d010092/atm/daily/cesm2LE-ssp370-cmip6-TREFHT.zarr/time/0] [Host:128.117.208.174] [Server:127.0.0.1] [Read:4236] [Write:0]
[2025-03-26T22:30:45.042499645Z] [Objectname:/ncar/rda/d010092/atm/daily/cesm2LE-ssp370-cmip6-TREFHT.zarr/lat/0] [Host:128.117.208.174] [Server:127.0.0.1] [Read:1420] [Write:0]
[2025-03-26T22:30:45.042706317Z] [Objectname:/ncar/rda/d010092/atm/daily/cesm2LE-ssp370-cmip6-TREFHT.zarr/time/0] [Host:128.117.208.174] [Server:127.0.0.1] [Read:4236] [Write:0]
[2025-03-26T22:31:25.855099077Z] [Objectname:/ncar/rda/d010092/atm/daily/cesm2LE-historical-cmip6-TREFHT.zarr/TREFHT/0.78.0.0] [Host:128.117.208.173] [Server:127.0.0.1] [Read:98937243] [Write:0]
[2025-03-26T22:38:50.025871303Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-ssp370-smbb-TEMP.zarr/member_id/0] [Host:128.117.208.98] [Server:127.0.0.1] [Read:243] [Write:0]
[2025-03-26T22:38:50.036320873Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/time/0] [Host:128.117.208.98] [Server:127.0.0.1] [Read:3376] [Write:0]
[2025-03-26T22:38:50.026165834Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-ssp370-cmip6-TEMP.zarr/time/0] [Host:128.117.208.98] [Server:127.0.0.1] [Read:2193] [Write:0]
[2025-03-26T22:38:50.033837819Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-ssp370-cmip6-TEMP.zarr/time_bound/0.0] [Host:128.117.208.98] [Server:127.0.0.1] [Read:2877] [Write:0]
[2025-03-26T22:38:50.036166491Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/time_bound/0.0] [Host:128.117.208.98] [Server:127.0.0.1] [Read:4326] [Write:0]
[2025-03-26T22:38:50.035734401Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-ssp370-cmip6-TEMP.zarr/time/0] [Host:128.117.208.98] [Server:127.0.0.1] [Read:2193] [Write:0]
[2025-03-26T22:38:50.036104127Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/time/0] [Host:128.117.208.98] [Server:127.0.0.1] [Read:3376] [Write:0]
[2025-03-27T21:04:48.838588433Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-ssp370-smbb-TEMP.zarr/time_bound/0.0] [Host:128.104.153.58] [Server:127.0.0.1] [Read:2877] [Write:0]
[2025-03-27T21:04:48.840439017Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/time/0] [Host:128.104.153.58] [Server:127.0.0.1] [Read:3376] [Write:0]
[2025-03-27T21:04:48.850226637Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-ssp370-smbb-TEMP.zarr/member_id/0] [Host:128.104.153.58] [Server:127.0.0.1] [Read:243] [Write:0]
[2025-03-27T21:04:48.835642846Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-ssp370-smbb-TEMP.zarr/time/0] [Host:128.104.153.58] [Server:127.0.0.1] [Read:2193] [Write:0]
[2025-03-27T21:04:48.851450146Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-ssp370-smbb-TEMP.zarr/z_t/0] [Host:128.104.153.58] [Server:127.0.0.1] [Read:223] [Write:0]
[2025-03-27T21:04:48.840612304Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/z_t/0] [Host:128.104.153.58] [Server:127.0.0.1] [Read:223] [Write:0]
[2025-03-27T21:04:48.841362670Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-ssp370-cmip6-TEMP.zarr/time_bound/0.0] [Host:128.104.153.58] [Server:127.0.0.1] [Read:2877] [Write:0]
[2025-03-27T21:25:53.746529886Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/32.0.0.0.0] [Host:N/A] [Server:127.0.0.1] [Read:85467231] [Write:0]
[2025-03-27T21:10:31.756263612Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/47.328.0.0.0] [Host:N/A] [Server:127.0.0.1] [Read:85535703] [Write:0]
[2025-03-27T21:10:32.596241478Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/34.0.0.0.0] [Host:N/A] [Server:127.0.0.1] [Read:85392323] [Write:0]
[2025-03-27T21:18:22.846036114Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/29.328.0.0.0] [Host:N/A] [Server:127.0.0.1] [Read:85391856] [Write:0]
[2025-03-27T21:18:23.059620941Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/25.0.0.0.0] [Host:N/A] [Server:127.0.0.1] [Read:85657789] [Write:0]
[2025-03-27T22:42:53.616541881Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/7.328.0.0.0] [Host:128.104.153.58] [Server:127.0.0.1] [Read:33554432] [Write:0]
[2025-03-27T22:42:53.725241223Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/31.328.0.0.0] [Host:128.104.153.58] [Server:127.0.0.1] [Read:8388608] [Write:0]
[2025-03-27T22:58:00.783781570Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/42.328.0.0.0] [Host:N/A] [Server:127.0.0.1] [Read:85525276] [Write:0]
[2025-03-27T22:58:00.797670095Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/18.0.0.0.0] [Host:N/A] [Server:127.0.0.1] [Read:85501026] [Write:0]
[2025-03-27T22:58:00.806111398Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/15.328.0.0.0] [Host:N/A] [Server:127.0.0.1] [Read:85456249] [Write:0]
[2025-03-27T22:58:00.816572892Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/7.328.0.0.0] [Host:N/A] [Server:127.0.0.1] [Read:85419834] [Write:0]
[2025-03-27T22:58:00.821915655Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/5.328.0.0.0] [Host:N/A] [Server:127.0.0.1] [Read:85569762] [Write:0]
[2025-03-27T22:58:00.829395841Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/48.0.0.0.0] [Host:N/A] [Server:127.0.0.1] [Read:85478751] [Write:0]
[2025-03-27T22:58:00.818351260Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/5.0.0.0.0] [Host:N/A] [Server:127.0.0.1] [Read:85509646] [Write:0]
[2025-03-27T22:58:00.825887983Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/4.328.0.0.0] [Host:N/A] [Server:127.0.0.1] [Read:85527006] [Write:0]
[2025-03-27T22:58:00.830852790Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/3.0.0.0.0] [Host:N/A] [Server:127.0.0.1] [Read:85471631] [Write:0]
[2025-03-27T22:58:00.790390187Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/26.0.0.0.0] [Host:128.117.208.175] [Server:127.0.0.1] [Read:85522958] [Write:0]
[2025-03-27T22:58:00.805261132Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/14.328.0.0.0] [Host:N/A] [Server:127.0.0.1] [Read:85387983] [Write:0]
[2025-03-27T22:58:00.812671515Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/8.0.0.0.0] [Host:N/A] [Server:127.0.0.1] [Read:85480363] [Write:0]
[2025-03-27T22:58:00.804008570Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/12.328.0.0.0] [Host:N/A] [Server:127.0.0.1] [Read:85633204] [Write:0]
[2025-03-27T22:58:00.784079766Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/27.328.0.0.0] [Host:N/A] [Server:127.0.0.1] [Read:85560646] [Write:0]
[2025-03-27T22:58:00.797696486Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/20.328.0.0.0] [Host:N/A] [Server:127.0.0.1] [Read:85525921] [Write:0]
[2025-03-27T22:58:00.783525754Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/41.0.0.0.0] [Host:N/A] [Server:127.0.0.1] [Read:85513843] [Write:0]
[2025-03-27T22:58:00.783868317Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/41.328.0.0.0] [Host:N/A] [Server:127.0.0.1] [Read:85478488] [Write:0]
[2025-03-27T22:58:00.788442394Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/25.328.0.0.0] [Host:N/A] [Server:127.0.0.1] [Read:85559029] [Write:0]
